epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.16881,1.62776,5.21334,1.54083,0.00148,0.25,0.00472,0.00223,1.739,4.1453,1.47537,8.335e-05,8.335e-05,8.335e-05
