epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.11538,1.87537,6.00292,1.81656,0.00146,0.27273,0.08387,0.05117,1.5188,3.90561,1.45306,8.335e-05,8.335e-05,8.335e-05
