epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,156.266,1.16457,3.13695,1.25423,0.02879,0.63495,0.30346,0.19273,1.04654,3.05179,1.07156,0.00022864,0.00022864,0.00022864
