epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,430.003,1.53481,3.3569,1.57486,0.04766,0.63324,0.21295,0.12263,1.27066,3.154,1.2157,0.00021435,0.00021435,0.00021435
